title,doi,year,journal,authors,url,bibtex
Exploiting Pointer and Location Equivalence to Optimize Pointer Analysis,10.1007/978-3-540-74061-2_17,2007,Static Analysis,Ben Hardekopf; Calvin Lin,https://link.springer.com/chapter/10.1007/978-3-540-74061-2_17,"@InProceedings{10.1007/978-3-540-74061-2_17,
author=""Hardekopf, Ben
and Lin, Calvin"",
editor=""Nielson, Hanne Riis
and Fil{\'e}, Gilberto"",
title=""Exploiting Pointer and Location Equivalence to Optimize Pointer Analysis"",
booktitle=""Static Analysis"",
year=""2007"",
publisher=""Springer Berlin Heidelberg"",
address=""Berlin, Heidelberg"",
pages=""265--280"",
abstract=""Pointer information is a prerequisite for most program analyses, and inclusion-based, i.e. Andersen-style, pointer analysis is widely used to compute such information. However, current inclusion-based analyses can have prohibitive costs in time and space, especially for programs with millions of lines of code. We present a suite of offline optimizations that exploit pointer and location equivalence to shrink the input to the subsequent pointer analysis without affecting precision, dramatically reducing both analysis time and memory consumption. Using a suite of six open-source C programs ranging in size from 169K to 2.17M LOC, we demonstrate that our techniques on average improve analysis time by 1.3--2.7{\texttimes} and reduce memory consumption by 3.2--6.9{\texttimes} over the best current techniques."",
isbn=""978-3-540-74061-2""
}"
Combining Static and Dynamic Reasoning for Bug Detection,10.1007/978-3-540-73770-4_1,2007,Tests and Proofs,Yannis Smaragdakis; Christoph Csallner,https://link.springer.com/chapter/10.1007/978-3-540-73770-4_1,"@InProceedings{10.1007/978-3-540-73770-4_1,
author=""Smaragdakis, Yannis
and Csallner, Christoph"",
editor=""Gurevich, Yuri
and Meyer, Bertrand"",
title=""Combining Static and Dynamic Reasoning for Bug Detection"",
booktitle=""Tests and Proofs"",
year=""2007"",
publisher=""Springer Berlin Heidelberg"",
address=""Berlin, Heidelberg"",
pages=""1--16"",
abstract=""Many static and dynamic analyses have been developed to improve program quality. Several of them are well known and widely used in practice. It is not entirely clear, however, how to put these analyses together to achieve their combined benefits. This paper reports on our experiences with building a sequence of increasingly more powerful combinations of static and dynamic analyses for bug finding in the tools JCrasher, Check 'n' Crash, and DSD-Crasher. We contrast the power and accuracy of the tools using the same example program as input to all three."",
isbn=""978-3-540-73770-4""
}"
DIVINE: DIscovering Variables IN Executables,10.1007/978-3-540-69738-1_1,2007,"Verification, Model Checking, and Abstract Interpretation",Gogul Balakrishnan; Thomas Reps,https://link.springer.com/chapter/10.1007/978-3-540-69738-1_1,"@InProceedings{10.1007/978-3-540-69738-1_1,
author=""Balakrishnan, Gogul
and Reps, Thomas"",
editor=""Cook, Byron
and Podelski, Andreas"",
title=""DIVINE: DIscovering Variables IN Executables"",
booktitle=""Verification, Model Checking, and Abstract Interpretation"",
year=""2007"",
publisher=""Springer Berlin Heidelberg"",
address=""Berlin, Heidelberg"",
pages=""1--28"",
abstract=""This paper addresses the problem of recovering variable-like entities when analyzing executables in the absence of debugging information. We show that variable-like entities can be recovered by iterating Value-Set Analysis (VSA), a combined numeric-analysis and pointer-analysis algorithm, and Aggregate Structure Identification, an algorithm to identify the structure of aggregates. Our initial experiments show that the technique is successful in correctly identifying 88{\%} of the local variables and 89{\%} of the fields of heap-allocated objects. Previous techniques recovered 83{\%} of the local variables, but 0{\%} of the fields of heap-allocated objects. Moreover, the values computed by VSA using the variables recovered by our algorithm would allow any subsequent analysis to do a better job of interpreting instructions that use indirect addressing to access arrays and heap-allocated data objects: indirect operands can be resolved better at 4{\%} to 39{\%} of the sites of writes and up to 8{\%} of the sites of reads. (These are the memory-access operations for which it is the most difficult for an analyzer to obtain useful results.)"",
isbn=""978-3-540-69738-1""
}"
Precise Call Graphs for C Programs with Function Pointers,10.1023/B,2004,Automated Software Engineering,Ana Milanova; Atanas Rountev; Barbara G. Ryder,https://link.springer.com/article/10.1023/B:AUSE.0000008666.56394.a1,
Frontend Issues — The LANCE System,10.1007/978-1-4757-3169-9_8,2000,Code Optimization Techniques for Embedded Processors,Rainer Leupers,https://link.springer.com/chapter/10.1007/978-1-4757-3169-9_8,"@Inbook{Leupers2000,
author=""Leupers, Rainer"",
title=""Frontend Issues --- The LANCE System"",
bookTitle=""Code Optimization Techniques for Embedded Processors: Methods, Algorithms, and Tools"",
year=""2000"",
publisher=""Springer US"",
address=""Boston, MA"",
pages=""165--180"",
abstract=""The code optimization techniques presented in the previous chapters mainly refer to what is commonly called the backend of a compiler, i.e., the machine dependent part responsible for assembly code generation. However, a significant portion of the total design effort for writing a compiler also goes into the machine-independent parts, i.e., the frontend. This includes the source language parser, as well as machine independent optimizations working on the intermediate representation (IR). In most cases, a frontend is required for experimentally evaluating new code generation techniques. Also the transfer of research results into industrial practice can hardly be accomplished without a frontend."",
isbn=""978-1-4757-3169-9"",
doi=""10.1007/978-1-4757-3169-9_8"",
url=""https://doi.org/10.1007/978-1-4757-3169-9_8""
}"
A Vision for Robust and Human-Centric LLM-Based QR Code Security,10.1007/978-3-032-06744-9_4,2026,Database Engineered Applications,Hissah Almousa; Ellis Solaiman,https://link.springer.com/chapter/10.1007/978-3-032-06744-9_4,"@InProceedings{10.1007/978-3-032-06744-9_4,
author=""Almousa, Hissah
and Solaiman, Ellis"",
editor=""Bergami, Giacomo
and Ezhilchelvan, Paul
and Manolopoulos, Yannis
and Ilarri, Sergio
and Bernardino, Jorge
and Leung, Carson K.
and Revesz, Peter Z."",
title=""A Vision for Robust and Human-Centric LLM-Based QR Code Security"",
booktitle=""Database Engineered Applications"",
year=""2026"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""48--57"",
abstract=""Quick Response (QR) codes are now widely used as a digital communication tool. However, their extensive adoption has made them an attractive target for cyberattacks, particularly through the injection of malicious URLs that redirect users to phishing sites or initiate malware installations. Conventional security approaches such as blacklists and antivirus software are no longer efficient against such evolving threats. This vision paper proposes an AI-based framework using fine-tuned Large Language Models (LLMs) to identify malicious URLs embedded within QR codes. To ensure transparency, a novel ensemble Explainable AI (XAI) is applied to aggregate insights from various XAI methods to explain the features influencing model predictions, facilitating more robust interpretations. To enhance clarity and usability, the proposed framework incorporates personalized explanations tailored to cybersecurity analysts, system developers, and non-expert end users, informed by a role-specific user study. Furthermore, as XAI methods may expose sensitive model behavior, cyberattackers craft adversarial inputs to mislead the model or manipulate explanations. This necessitates the integration of adversarial training to ensure model robustness and explanation integrity evaluated through perturbation consistency checks. The paper outlines key challenges in explanation fidelity and personalization and presents a development roadmap to advance secure, transparent, and human-centric explainable QR code analysis."",
isbn=""978-3-032-06744-9""
}"
Factors Affecting Code Security in South African Organization,10.1007/978-3-031-39652-6_13,2023,South African Institute of Computer Scientists and Information Technologists,Phindiwe Matiti; Salah Kabanda,https://link.springer.com/chapter/10.1007/978-3-031-39652-6_13,"@InProceedings{10.1007/978-3-031-39652-6_13,
author=""Matiti, Phindiwe
and Kabanda, Salah"",
editor=""Gerber, Aurona
and Coetzee, Marijke"",
title=""Factors Affecting Code Security in South African Organization"",
booktitle=""South African Institute of Computer Scientists and Information Technologists"",
year=""2023"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""200--210"",
abstract=""Cybersecurity has become an area that most researchers and practitioners invest their resources in. Yet, cyber related threats remain rampant. This is partly due to vulnerabilities in the systems, specifically in the code, that can be exploited by cyber attackers. Given that cyber related attacks have been more prominent on the African continent, this study seeks to identify and understand the factors affecting code security in South African organizations. The study is informed by a qualitative enquiry. Interviews were used to collect data from nine IT knowledge workers responsible for the development and testing of organizational systems. The findings show that code security should be understood from the context of (1) resource availability, specifically IT professionals with both practical expertise and experience, cyber specific training and adoption and continuous use of security tools; (2) confidence and reliance on IT infrastructure; and (3) work-life balance practice that encourages collaboration between employees."",
isbn=""978-3-031-39652-6""
}"
About Methods for Extracting Algorithms from Binary Code,10.1134/S0361768825700288,2025,Programming and Computer Software,I. I. Kulagin; V. A. Padaryan; V. A. Koshkin,https://link.springer.com/article/10.1134/S0361768825700288,"@Article{Kulagin2025,
author=""Kulagin, I. I.
and Padaryan, V. A.
and Koshkin, V. A."",
title=""About Methods for Extracting Algorithms from Binary Code"",
journal=""Programming and Computer Software"",
year=""2025"",
month=""Dec"",
day=""01"",
volume=""51"",
number=""6"",
pages=""415--428"",
abstract=""This paper proposes an iterative method for extracting algorithms from binary code and constructing their high-level representation. The construction of algorithms by using the proposed method is implemented as an analysis of dynamic slices. The method is based on an algorithm for data flow tracking in forward and backward directions. Two levels of representation of the extracted algorithms are proposed: a slice functional diagram and an algorithm execution diagram. The slice functional diagram is a structured slice representation; as compared to the algorithm execution diagram, it is a lower-level representation. The algorithm execution diagram is a representation that consists only of function summaries and function parameters. The proposed method for constructing algorithms and methods for their representation make it possible to increase the analyst's productivity in solving problems of code security analysis, as well as improve the quality of the results. The developed algorithm representation methods can be used to implement algorithms for automated code security analysis. In addition, the paper overviews some other approaches to extraction of algorithms from binary code and considers their representations in static analysis tools, including some of their flaws and limitations."",
issn=""1608-3261"",
doi=""10.1134/S0361768825700288"",
url=""https://doi.org/10.1134/S0361768825700288""
}"
Smart QR Threat Detection: A Hybrid Machine and Deep Learning Approach,10.1007/978-3-032-05548-4_26,2025,Proceedings of the International Conference on AI and Robotics,D. S. Bhupal Naik; K. Pavan Kumar; ... N. Mahitha,https://link.springer.com/chapter/10.1007/978-3-032-05548-4_26,"@InProceedings{10.1007/978-3-032-05548-4_26,
author=""Naik, D. S. Bhupal
and Kumar, K. Pavan
and Rajesh, V.
and Abhinaya, M.
and Mahitha, N."",
editor=""Bansal, Jagdish Chand
and Jamwal, Prashant
and Hussain, Shahid"",
title=""Smart QR Threat Detection: A Hybrid Machine and Deep Learning Approach"",
booktitle=""Proceedings of the International Conference on AI and Robotics"",
year=""2025"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""322--333"",
abstract=""QR codes facilitate seamless information sharing but are increasingly exploited for cyber threats. New assaults are difficult for traditional blacklist-based techniques to identify, hence sophisticated solutions are required. This study proposes a hybrid machine learning (ML) and deep learning (DL) approach to identify and categorize malicious QR codes based on their content. By leveraging ML for classification and DL for feature extraction, our model significantly enhances detection accuracy for text-based, structural, and behavioral data. Our approach outperforms existing methods in detecting known and novel QR code-based threats with greater accuracy, resilience, and flexibility. The proposed method provides an intelligent, effective, and scalable defense against evolving QR code security threats."",
isbn=""978-3-032-05548-4""
}"
Project Codebase,10.1007/979-8-8688-1551-5_12,2025,Blockchain Fundamental Analysis for Digital Asset Investors,Paul Garvey,https://link.springer.com/chapter/10.1007/979-8-8688-1551-5_12,"@Inbook{Garvey2025,
author=""Garvey, Paul"",
title=""Project Codebase"",
bookTitle=""Blockchain Fundamental Analysis for Digital Asset Investors: A Guide to Minimizing Risk and Maximizing Returns"",
year=""2025"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""571--626"",
abstract=""This chapter discusses and evaluates the project codebase in terms of the various programming languages utilized to build the core product and the corresponding performance of the development team executing the development process. A project codebase is a complete set of source code files for a software project, including everything needed to build, execute, and maintain an application. In the blockchain world, a project's codebase is typically hosted on platforms like GitHub, a key element that helps development teams and the public collaborate to maximize a project's quality and overall potential."",
isbn=""979-8-8688-1551-5"",
doi=""10.1007/979-8-8688-1551-5_12"",
url=""https://doi.org/10.1007/979-8-8688-1551-5_12""
}"
A Novel Ensemble Learning Framework with PCA for Detecting Fraudulent Rankings in Mobile Applications,10.1007/978-3-032-14041-8_9,2026,Computer Vision and Robotics,K. Naveen Kumar; M. Dharaniga; ... U. Prakash,https://link.springer.com/chapter/10.1007/978-3-032-14041-8_9,"@InProceedings{10.1007/978-3-032-14041-8_9,
author=""Kumar, K. Naveen
and Dharaniga, M.
and Kaviyarasan, M.
and Mohanaprasanth, G.
and Prakash, U."",
editor=""Sharma, Harish
and Bhatt, Abhishek
and Modi, Chirag
and Engelbrecht, Andries"",
title=""A Novel Ensemble Learning Framework with PCA for Detecting Fraudulent Rankings in Mobile Applications"",
booktitle=""Computer Vision and Robotics"",
year=""2026"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""108--116"",
abstract=""The growth of mobile technology has also been fueled by the extensive use of smartphones, especially Android. With millions of applications, it is now highly important yet challenging to extract useful information. The identification of malicious activity in the market of Android apps and the smart extraction of useful data are the two key subjects of this article. There were over 2.8 million apps in Google Play and over 2.2 million in the Apple App Store as of March 2017. There are half a million or so mobile game apps and over 400,000 developers in the competitive app market. The number of submissions per day is too massive for the classical fraud detection methods like tracing highly rated apps. To drive up ranks, fraudsters use methods such as bot farms and fake review generators. To determine such fraud, this research proposes a system that monitors user reviews and data. Its aim is to enhance the overall reputation of the app store by providing correct and accurate app rankings."",
isbn=""978-3-032-14041-8""
}"
Understanding Software Threats and Vulnerabilities,10.1007/978-3-031-43118-0_21,2024,Information Security Planning,Susan Lincke,https://link.springer.com/chapter/10.1007/978-3-031-43118-0_21,"@Inbook{Lincke2024,
author=""Lincke, Susan"",
title=""Understanding Software Threats and Vulnerabilities"",
bookTitle=""Information Security Planning: A Practical Approach"",
year=""2024"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""381--400"",
abstract=""The first step in developing secure software is risk analysis, which requires an understanding of threat analysis. While other attacks addressed earlier in this book describe attacks that definitely apply, this chapter addresses the threats and vulnerabilities specific to software. Some software attacks are introduced or are explained more fully, including buffer overflow, integer/floating point overflows, SQL injection and OS command injection, directory traversal, race conditions, abusing direct object references, network sniffing or otherwise causing a breach of confidential data via lack of secure software. The chapter also reviews defenses for these attacks."",
isbn=""978-3-031-43118-0"",
doi=""10.1007/978-3-031-43118-0_21"",
url=""https://doi.org/10.1007/978-3-031-43118-0_21""
}"
"Assessing the Migration from FaaS to IaaS: Cost, Performance, and Challenges in AWS",10.1007/978-3-031-97207-2_22,2026,Web Engineering,Julián Casaburi; Mario Matías Urbieta; Sergio Firmenich,https://link.springer.com/chapter/10.1007/978-3-031-97207-2_22,"@InProceedings{10.1007/978-3-031-97207-2_22,
author=""Casaburi, Juli{\'a}n
and Urbieta, Mario Mat{\'i}as
and Firmenich, Sergio"",
editor=""Verma, Himanshu
and Bozzon, Alessandro
and Mauri, Andrea
and Yang, Jie"",
title=""Assessing the Migration from FaaS to IaaS: Cost, Performance, and Challenges in AWS"",
booktitle=""Web Engineering"",
year=""2026"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""287--302"",
abstract=""In cloud-native environments, service model selection is critical for optimizing both operational and economic outcomes. This study investigates the migration from a serverless Function-as-a-Service (FaaS) model, specifically AWS Lambda, to a monolithic solution deployed on Amazon EC2. We examine this transition to evaluate cost savings, performance improvements, and architectural considerations across various scenarios. Our findings indicate that migrating to Infrastructure-as-a-Service (IaaS) can offer notable cost benefits in specific contexts, though it also introduces infrastructure management requirements. This work provides insights into migration decisions and practical considerations when transitioning from FaaS to IaaS-based models."",
isbn=""978-3-031-97207-2""
}"
"Current AI-Based Software Engineering, Strengths and Weaknesses - Results from a MLR",10.1007/978-3-032-04288-0_6,2026,"Systems, Software and Services Process Improvement",Jed Walshe; Robert Maloney; ... Andrew McCarren,https://link.springer.com/chapter/10.1007/978-3-032-04288-0_6,"@InProceedings{10.1007/978-3-032-04288-0_6,
author=""Walshe, Jed
and Maloney, Robert
and Grant, Evun
and Conde, Carlos
and Marks, Gerard
and Yilmaz, Murat
and Messnarz, Richard
and Clarke, Paul M.
and McCarren, Andrew"",
editor=""Yilmaz, Murat
and Clarke, Paul
and Riel, Andreas
and Messnarz, Richard
and Zelmenis, Mikus
and Buce, Ivi Anna"",
title=""Current AI-Based Software Engineering, Strengths and Weaknesses - Results from a MLR"",
booktitle=""Systems, Software and Services Process Improvement"",
year=""2026"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""91--105"",
abstract=""This study conducts a Multivocal Literature Review (MLR) to explore the strengths and weaknesses of Artificial Intelligence (AI) in software engineering, focusing on four key areas: reliability, sustainability, security and convenience. AI tools improve efficiency and automation, but they also have challenges such as bias, non-determinism and model transparency. There are threats to the sustainability of AI in software engineering, such as high computational energy demands and legal constraints on proprietary and copyrighted data. Security risks can also emerge from AI-generated code, as models may produce insecure implementations that require human oversight to ensure robustness. Even with these challenges, AI seems to be gaining in popularity due to its convenience, enabling developers to streamline workflows and enhance their productivity. This study explores these strengths and weaknesses and provides insights into the future of AI in software engineering."",
isbn=""978-3-032-04288-0""
}"
"Secure and Trustworthy Microelectronics: Vulnerabilities, Solutions, and Trends",10.1007/s41635-025-00165-x,2025,Journal of Hardware and Systems Security,Sriram Prabhakara Rao; Shree Ram Abayankar Balaji; ... Prakash Ranganathan,https://link.springer.com/article/10.1007/s41635-025-00165-x,"@Article{PrabhakaraRao2025,
author=""Prabhakara Rao, Sriram
and Balaji, Shree Ram Abayankar
and Rahman, Farishta
and Suha, Tasneem
and Mahfuz, Tanzim
and Hossain, Tanvir
and Hasan, Mahmudul
and Hasan, Md Sakib
and Hoque, Tamzidul
and Chakraborty, Prabuddha
and Ranganathan, Prakash"",
title=""Secure and Trustworthy Microelectronics: Vulnerabilities, Solutions, and Trends"",
journal=""Journal of Hardware and Systems Security"",
year=""2025"",
month=""Dec"",
day=""01"",
volume=""9"",
number=""3"",
pages=""163--189"",
abstract=""Microelectronics that make up modern-day devices need to be studied with greater scrutiny on security to mitigate emerging cyber threats. The growth of technology, such as the Internet of Things (IoT), fuels the need to build secure and trustworthy microelectronics that form these end devices. The wide applications of microelectronics broaden the cyber-attack range for adversaries to initiate security attacks. When compromised at a larger scale, impacts can lead to supply and service disruptions in the supply chain, and it must be contained, with risks being eliminated to avoid further impacts. Therefore, understanding the threat surfaces for microelectronics, associated endpoints, evolution, and future developments can help ongoing security research and industrial efforts to protect microelectronics, making them a trustworthy building block of modern electronic devices. This paper reviews the current prevailing security factors contributing to the major impacts of security issues in microelectronics involving hardware and manufacturing vulnerabilities. Furthermore, the exploration extends to various security attacks, including trojans, counterfeiting, and side-channel attacks, covering their attack vectors and associated strategies within the field of microelectronics. This review article also discusses mitigation strategies and security measures for eliminating risks to avoid further impacts. This article provides a comprehensive overview of trustworthy, state-of-the-art microelectronics. By understanding security issues and the current state of countermeasures, we can work towards creating more secure and reliable microelectronic devices across the global supply chain."",
issn=""2509-3436"",
doi=""10.1007/s41635-025-00165-x"",
url=""https://doi.org/10.1007/s41635-025-00165-x""
}"
LLM4TDG: test-driven generation of large language models based on enhanced constraint reasoning,10.1186/s42400-024-00335-4,2025,Cybersecurity,Jingqiang Liu; Ruigang Liang; ... Qixu Liu,https://link.springer.com/article/10.1186/s42400-024-00335-4,"@Article{Liu2025,
author=""Liu, Jingqiang
and Liang, Ruigang
and Zhu, Xiaoxi
and Zhang, Yue
and Liu, Yuling
and Liu, Qixu"",
title=""LLM4TDG: test-driven generation of large language models based on enhanced constraint reasoning"",
journal=""Cybersecurity"",
year=""2025"",
month=""May"",
day=""15"",
volume=""8"",
number=""1"",
pages=""32"",
abstract=""With the evolution of modern software development paradigms, component reuse, and low-code approaches have emerged as mainstream in software development. However, developers often lack an in-depth understanding of reused code. The inability of components to operate autonomously leads to insufficient testing of software functionalities and security, further exacerbating the contradiction between the increasing complexity of software architectures and the demand for accurate and efficient software automation testing. This, in turn, increases the frequency of software supply chain security incidents. This paper proposes a test-driven generation framework, LLM4TDG, based on large language models (LLMs). By formally defining the constraint dependency graph and converting it into context constraints, LLMs' ability to understand natural language descriptions such as test requirements and documents is enhanced. Constraint reasoning and backtracking mechanisms are then used to generate test drivers that satisfy the defined constraints automatically. Using the EvalPlus dataset, we evaluate the comprehensive capabilities of LLM4TDG in test case generation using four general-domain LLMs and five code-generation-domain LLMs. The experimental results indicate that our approach significantly enhances LLMs' ability to comprehend constraints in testing objectives, achieving a 47.62{\%} increase in constraint understanding across 147 testing tasks. Employing LLM4TDG significantly improves the average pass@k metric of all LLMs by 10.41{\%}. The pass@k metric for CodeQwen-chat has improved by up to 18.66{\%}. The metric surpasses the state-of-the-art GPT-4, with a performance of 92.16{\%} on HUMANEVAL and 87.14{\%} on HUMANEVAL+, which enhances the error correction and functional correctness in test-driven code generation. Meanwhile, Our experiments were conducted on a dataset of Python third-party libraries containing malicious behavior in the context of security testing tasks, validating the effectiveness of our method in real-world applications and its generalization capabilities."",
issn=""2523-3246"",
doi=""10.1186/s42400-024-00335-4"",
url=""https://doi.org/10.1186/s42400-024-00335-4""
}"
Smart contract applications in the built environment: How prepared are Nigerian construction stakeholders?,10.1007/s42524-023-0275-z,2023,Frontiers of Engineering Management,Andrew Ebekozien; Clinton Aigbavboa; ... Godpower Chinyeru Amadi,https://link.springer.com/article/10.1007/s42524-023-0275-z,"@Article{Ebekozien2024,
author=""Ebekozien, Andrew
and Aigbavboa, Clinton
and Adekunle, Samuel Adeniyi
and Samsurijan, Mohamad Shaharudin
and Aliu, John
and Arthur-Aidoo, Bernard Martins
and Amadi, Godpower Chinyeru"",
title=""Smart contract applications in the built environment: How prepared are Nigerian construction stakeholders?"",
journal=""Frontiers of Engineering Management"",
year=""2024"",
month=""Mar"",
day=""01"",
volume=""11"",
number=""1"",
pages=""50--61"",
abstract=""Studies have demonstrated that advanced technology, such as smart contract applications, can enhance both pre- and post-contract administration within the built environment sector. Smart contract technology, exemplifying blockchain technologies, has the potential to improve transparency, trust, and the security of data transactions within this sector. However, there is a dearth of academic literature concerning smart contract applications within the construction industries of developing countries, with a specific focus on Nigeria. Consequently, this study seeks to explore the relevance of smart contract technology and address the challenges impeding its adoption, offering strategies to mitigate the obstacles faced by smart contract applications. To investigate the stakeholders, this research conducted 14 virtual interview sessions to achieve data saturation. The interviewees encompassed project management practitioners, senior management personnel from construction companies, experts in construction dispute resolution, professionals in construction software, and representatives from government construction agencies. The data obtained from these interviews underwent thorough analysis employing a thematic approach. The study duly recognizes the significance of smart contract applications within the sector. Among the 12 identified barriers, issues such as identity theft and data leakage, communication and synchronization challenges, high computational expenses, lack of driving impetus, excessive electricity consumption, intricate implementation processes, absence of a universally applicable legal framework, and the lack of a localized legal framework were recurrent impediments affecting the adoption of smart contract applications within the sector. The study also delves into comprehensive measures to mitigate these barriers. In conclusion, this study critically evaluates the relevance of smart contract applications within the built environment, with a specific focus on promoting their usage. It may serve as a pioneering effort, especially within the context of Nigeria."",
issn=""2096-0255"",
doi=""10.1007/s42524-023-0275-z"",
url=""https://doi.org/10.1007/s42524-023-0275-z""
}"
The Heart of Frama-C: The Frama-C Kernel,10.1007/978-3-031-55608-1_2,2024,Guide to Software Verification with Frama-C,André Maroneze; Virgile Prevosto; Julien Signoles,https://link.springer.com/chapter/10.1007/978-3-031-55608-1_2,"@Inbook{Maroneze2024,
author=""Maroneze, Andr{\'e}
and Prevosto, Virgile
and Signoles, Julien"",
editor=""Kosmatov, Nikolai
and Prevosto, Virgile
and Signoles, Julien"",
title=""The Heart of Frama-C: The Frama-C Kernel"",
bookTitle=""Guide to Software Verification with Frama-C: Core Components, Usages, and Applications"",
year=""2024"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""81--130"",
abstract=""This chapter provides an overview of the Frama-C distribution, including its main plugins that are covered in depth by other chapters. It mainly focuses on the Frama-C kernel and the main services that it offers to the user. This includes notably passing proper arguments to launch Frama-C and drive an analysis, controlling the parsing and code normalization phases of the analysis, and visualizing results."",
isbn=""978-3-031-55608-1"",
doi=""10.1007/978-3-031-55608-1_2"",
url=""https://doi.org/10.1007/978-3-031-55608-1_2""
}"
Developer-Proof Prevention of SQL Injections,10.1007/978-3-030-70881-8_6,2021,Foundations and Practice of Security,Judicaël Courant,https://link.springer.com/chapter/10.1007/978-3-030-70881-8_6,"@InProceedings{10.1007/978-3-030-70881-8_6,
author=""Courant, Judica{\""e}l"",
editor=""Nicolescu, Gabriela
and Tria, Assia
and Fernandez, Jos{\'e} M.
and Marion, Jean-Yves
and Garcia-Alfaro, Joaquin"",
title=""Developer-Proof Prevention of SQL Injections"",
booktitle=""Foundations and Practice of Security"",
year=""2021"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""82--99"",
abstract=""SQL queries, when written by unskilled or hurried developers for web applications, are prone to SQL injections. We propose an alternative approach for querying SQL databases that does not suffer from this flaw. Our approach is based on abstract syntax trees, lets developers build dynamic queries easily, and is easier to set up than an ORM tool. We provide a proof-of-concept in Java, but our approach can be extended to other languages."",
isbn=""978-3-030-70881-8""
}"
Model checking boot code from AWS data centers,10.1007/s10703-020-00344-2,2020,Formal Methods in System Design,Byron Cook; Kareem Khazem; ... Mark R. Tuttle,https://link.springer.com/article/10.1007/s10703-020-00344-2,"@Article{Cook2021,
author=""Cook, Byron
and Khazem, Kareem
and Kroening, Daniel
and Tasiran, Serdar
and Tautschnig, Michael
and Tuttle, Mark R."",
title=""Model checking boot code from AWS data centers"",
journal=""Formal Methods in System Design"",
year=""2021"",
month=""Jul"",
day=""01"",
volume=""57"",
number=""1"",
pages=""34--52"",
abstract=""This paper describes our experience with symbolic model checking in an industrial setting. We have proved that the initial boot code running in data centers at Amazon Web Services is memory safe, an essential step in establishing the security of any data center. Standard static analysis tools cannot be easily used on boot code without modification owing to issues not commonly found in higher-level code, including memory-mapped device interfaces, byte-level memory access, and linker scripts. This paper describes automated solutions to these issues and their implementation in the C Bounded Model Checker (CBMC). CBMC is now the first source-level static analysis tool to extract the memory layout described in a linker script for use in its analysis."",
issn=""1572-8102"",
doi=""10.1007/s10703-020-00344-2"",
url=""https://doi.org/10.1007/s10703-020-00344-2""
}"
An Extensive Security Analysis on Ethereum Smart Contracts,10.1007/978-3-030-90019-9_8,2021,Security and Privacy in Communication Networks,Mohammadreza Ashouri,https://link.springer.com/chapter/10.1007/978-3-030-90019-9_8,"@InProceedings{10.1007/978-3-030-90019-9_8,
author=""Ashouri, Mohammadreza"",
editor=""Garcia-Alfaro, Joaquin
and Li, Shujun
and Poovendran, Radha
and Debar, Herv{\'e}
and Yung, Moti"",
title=""An Extensive Security Analysis on Ethereum Smart Contracts"",
booktitle=""Security and Privacy in Communication Networks"",
year=""2021"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""144--163"",
abstract=""Smart contracts have extensive applications in various emerging domains such as IoT, 5G networks, and finance. In this regard, the Ethereum platform has provided the capability of running smart contracts on its distributed infrastructure. Smart contracts are small programs that describe a set of rules for supervising associated funds, often written in a Turing-complete programming language called Solidity. Furthermore, Ethereum is currently one of the most extensive cryptocurrencies next to Bitcoin. This provides an extraordinary opportunity for attackers to exploit potential zero-day vulnerabilities in this ecosystem that are tightly twisted with financial gain. Consequently, this paper introduces a practical framework called ``EthFuzz'' to identify vulnerabilities and generate concrete exploits for the Ethereum ecosystem. Our system works through a graph-based method in combination with dynamic symbolic execution. Moreover, our proposed framework can tackle the path explosion problem in its symbolic execution engine. To prove our approach's usefulness, we could successfully identify and generate 26,015 exploits out of 207,412 exploitable paths, within 1,000,000 real-world smart contracts on the Ethereum live blockchain network."",
isbn=""978-3-030-90019-9""
}"
