title,url,bibtex,bibtex_type,bibtex_title,bibtex_year,language
Understanding Code Understandability Improvements in Code Reviews,https://ieeexplore.ieee.org/abstract/document/10670481/,"@article{oliveira2024understanding,
  title={Understanding Code Understandability Improvements in Code Reviews},
  author={Oliveira, Delano and Santos, Reydne and De Oliveira, Benedito and Monperrus, Martin and Castor, Fernando and Madeiral, Fernanda},
  journal={IEEE Transactions on Software Engineering},
  year={2024},
  publisher={IEEE}
}",article,Understanding Code Understandability Improvements in Code Reviews,2024,en
Managing Code Evolution: Refactoring Challenges in Kattis' Code Judge,https://odr.chalmers.se/server/api/core/bitstreams/e8cbef6d-2d34-4bd1-95c8-fdd740dd022d/content,"@article{andersson2025managing,
  title={Managing Code Evolution: Refactoring Challenges in Kattisâ Code Judge},
  author={Andersson, Joshua and Gilabert, Alexander and Hulthe, Rasmus and S{\""o}derbergh, Hugo},
  year={2025}
}",article,Managing Code Evolution: Refactoring Challenges in Kattisâ Code Judge,2025,en
An empirical study of reviewer recommendation in pull-based development model,https://dl.acm.org/doi/abs/10.1145/3131704.3131718,"@inproceedings{yang2017empirical,
  title={An empirical study of reviewer recommendation in pull-based development model},
  author={Yang, Cheng and Zhang, Xunhui and Zeng, Lingbin and Fan, Qiang and Yin, Gang and Wang, Huaimin},
  booktitle={Proceedings of the 9th Asia-Pacific Symposium on Internetware},
  pages={1--6},
  year={2017}
}",inproceedings,An empirical study of reviewer recommendation in pull-based development model,2017,en
AICodeReview: Advancing code quality with AI-enhanced reviews,https://www.sciencedirect.com/science/article/pii/S2352711024000487,"@article{almeida2024aicodereview,
  title={AICodeReview: Advancing code quality with AI-enhanced reviews},
  author={Almeida, Yonatha and Albuquerque, Danyllo and Dantas Filho, Emanuel and Muniz, Felipe and de Farias Santos, Katyusco and Perkusich, Mirko and Almeida, Hyggo and Perkusich, Angelo},
  journal={SoftwareX},
  volume={26},
  pages={101677},
  year={2024},
  publisher={Elsevier}
}",article,AICodeReview: Advancing code quality with AI-enhanced reviews,2024,en
Predicting Expert Evaluations in Software Code Reviews,https://arxiv.org/abs/2409.15152,"@article{denisov2024predicting,
  title={Predicting Expert Evaluations in Software Code Reviews},
  author={Denisov-Blanch, Yegor and Ciobanu, Igor and Obstbaum, Simon and Kosinski, Michal},
  journal={arXiv preprint arXiv:2409.15152},
  year={2024}
}",article,Predicting Expert Evaluations in Software Code Reviews,2024,en
Efficient pattern-based static analysis approach via regular-expression rules,https://ieeexplore.ieee.org/abstract/document/10123597/,"@inproceedings{zhang2023efficient,
  title={Efficient pattern-based static analysis approach via regular-expression rules},
  author={Zhang, Xiaowen and Zhou, Ying and Tan, Shin Hwei},
  booktitle={2023 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)},
  pages={132--143},
  year={2023},
  organization={IEEE}
}",inproceedings,Efficient pattern-based static analysis approach via regular-expression rules,2023,en
MULTI-AGENT SYSTEM FOR AUTOMATED CODE REVIEWS,https://trepo.tuni.fi/bitstream/handle/10024/232334/PremasunderaSavidya.pdf?sequence=2,"@article{premasundera2025multi,
  title={MULTI-AGENT SYSTEM FOR AUTOMATED CODE REVIEWS},
  author={Premasundera, Savidya},
  year={2025}
}",article,MULTI-AGENT SYSTEM FOR AUTOMATED CODE REVIEWS,2025,en
Exploration and Improvement of Capabilities of LLMs in Code Refinement Task.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=16737288&AN=187182592&h=IPfZc6KvNKZJ3NCMqW4Ns10TSEvfzTzRCx%2FQsgo2lInyv%2BydvbvpFRhRr%2FPnaFVbOAzTVdFPzvDvOyBNXaALbw%3D%3D&crl=c,"@article{wang2025exploration,
  title={Exploration and Improvement of Capabilities of LLMs in Code Refinement Task.},
  author={Wang, Zhipeng and He, Tieke and Zhao, Ruoyu and Zheng, Tao},
  journal={International Journal of Software \& Informatics},
  volume={15},
  number={2},
  year={2025}
}",article,Exploration and Improvement of Capabilities of LLMs in Code Refinement Task.,2025,en
Framework for Inspection-Based: Checking the Effectiveness and Efficiency in PHP Source Code,https://jtec.utem.edu.my/jtec/article/view/2885,"@article{din2017framework,
  title={Framework for Inspection-Based: Checking the Effectiveness and Efficiency in PHP Source Code},
  author={Din, Jamilah and Hasan, Saipul Bahari},
  journal={Journal of Telecommunication, Electronic and Computer Engineering (JTEC)},
  volume={9},
  number={3-3},
  pages={101--107},
  year={2017}
}",article,Framework for Inspection-Based: Checking the Effectiveness and Efficiency in PHP Source Code,2017,en
"Improving code reviewer recommendation: Accuracy, latency, workload, and bystanders",https://dl.acm.org/doi/abs/10.1145/3736405,"@article{rigby2025improving,
  title={Improving code reviewer recommendation: Accuracy, latency, workload, and bystanders},
  author={Rigby, Peter C and Rogers, Seth and Saleem, Sadruddin and Suresh, Parth and Suskin, Daniel and Riggs, Patrick and Maddila, Chandra and Nagappan, Nachiappan and Mockus, Audris},
  journal={ACM Transactions on Software Engineering and Methodology},
  volume={35},
  number={1},
  pages={1--23},
  year={2025},
  publisher={ACM New York, NY}
}",article,"Improving code reviewer recommendation: Accuracy, latency, workload, and bystanders",2025,en
"Building Bridges, Not Walls: Fairness-Aware and Accurate Recommendation of Code Reviewers via LLm-Based Agents Collaboration",https://www.computer.org/csdl/proceedings-article/icpc/2025/022300a577/27CwPKuhqpO,"@inproceedings{wang2025building,
  title={Building Bridges, Not Walls: Fairness-Aware and Accurate Recommendation of Code Reviewers via LLm-Based Agents Collaboration},
  author={Wang, Luqiao and Li, Qingshan and Cui, Di and Wang, Mingkang and Zhao, Yutong and Xu, Yongye and Zhuang, Huiying and Zhou, Yangtao and Wang, Lu},
  booktitle={2025 IEEE/ACM 33rd International Conference on Program Comprehension (ICPC)},
  pages={577--588},
  year={2025},
  organization={IEEE Computer Society}
}",inproceedings,"Building Bridges, Not Walls: Fairness-Aware and Accurate Recommendation of Code Reviewers via LLm-Based Agents Collaboration",2025,en
How are IF-Conditional Statements Fixed Through Peer CodeReview?,https://search.ieice.org/bin/summary.php?id=e101-d_11_2720,"@article{ueda2018if,
  title={How are IF-Conditional Statements Fixed Through Peer CodeReview?},
  author={Ueda, Yuki and Ihara, Akinori and Ishio, Takashi and Hirao, Toshiki and Matsumoto, Kenichi},
  journal={IEICE TRANSACTIONS on Information and Systems},
  volume={101},
  number={11},
  pages={2720--2729},
  year={2018},
  publisher={The Institute of Electronics, Information and Communication Engineers}
}",article,How are IF-Conditional Statements Fixed Through Peer CodeReview?,2018,en
A Note on the Code Quality Score System: LLMs for Maintainable Large Codebases,https://openreview.net/forum?id=9HgWk7tKPi,"@inproceedings{bhandari2025note,
  title={A Note on the Code Quality Score System: LLMs for Maintainable Large Codebases},
  author={Bhandari, Jalaj and Wong, Sherman and Yang, Fan},
  booktitle={NeurIPS 2025 Fourth Workshop on Deep Learning for Code}
}",inproceedings,A Note on the Code Quality Score System: LLMs for Maintainable Large Codebases,,en
A Replication Study: Where and When Should Defects be Re-Assigned,https://www.researchgate.net/profile/Ayse-Bener-2/publication/309229141_A_Replication_Study_Where_and_When_Should_Defects_be_Re-Assigned/links/616270c9e7993f536cb5b55a/A-Replication-Study-Where-and-When-Should-Defects-be-Re-Assigned.pdf,"@article{benerreplication,
  title={A Replication Study: Where and When Should Defects be Re-Assigned},
  author={Bener, Tamer AbdouAyse}
}",article,A Replication Study: Where and When Should Defects be Re-Assigned,,en
"CODE QUALITY IN PULL REQUESTS, AN EMPIRICAL STUDY",https://trepo.tuni.fi/bitstream/handle/10024/116502/NikkolaVili.pdf?sequence=2,"@article{nikkola2019code,
  title={CODE QUALITY IN PULL REQUESTS, AN EMPIRICAL STUDY},
  author={Nikkola, Vili},
  journal={Information Technology},
  year={2019}
}",article,"CODE QUALITY IN PULL REQUESTS, AN EMPIRICAL STUDY",2019,en
Curated Email-Based Code Reviews Datasets,https://dl.acm.org/doi/abs/10.1145/3643991.3644872,"@inproceedings{liang2024curated,
  title={Curated Email-Based Code Reviews Datasets},
  author={Liang, Mingzhao and Charoenwet, Wachiraphan and Thongtanunam, Patanamon},
  booktitle={Proceedings of the 21st International Conference on Mining Software Repositories},
  pages={294--298},
  year={2024}
}",inproceedings,Curated Email-Based Code Reviews Datasets,2024,en
Supporting the identification of prevalent quality issues in code changes by analyzing reviewers' feedback,https://link.springer.com/article/10.1007/s11219-025-09720-9,"@article{iftikhar2025supporting,
  title={Supporting the identification of prevalent quality issues in code changes by analyzing reviewersâ feedback},
  author={Iftikhar, Umar and B{\""o}rstler, J{\""u}rgen and Bin Ali, Nauman and Kopp, Oliver},
  journal={Software Quality Journal},
  volume={33},
  number={2},
  pages={22},
  year={2025},
  publisher={Springer}
}",article,Supporting the identification of prevalent quality issues in code changes by analyzing reviewersâ feedback,2025,en
RAID: Tool support for refactoring-aware code reviews,https://ieeexplore.ieee.org/abstract/document/9463030/,"@inproceedings{brito2021raid,
  title={RAID: Tool support for refactoring-aware code reviews},
  author={Brito, Rodrigo and Valente, Marco Tulio},
  booktitle={2021 IEEE/ACM 29th International Conference on Program Comprehension (ICPC)},
  pages={265--275},
  year={2021},
  organization={IEEE}
}",inproceedings,RAID: Tool support for refactoring-aware code reviews,2021,en
Cross Domain Few-Shot Line-Level Defect Prediction in Open Software Development via Meta Learning,https://ieeexplore.ieee.org/abstract/document/11008558/,"@article{li2025cross,
  title={Cross Domain Few-Shot Line-Level Defect Prediction in Open Software Development via Meta Learning},
  author={Li, Zhengdao and Guo, Shikai and Zhang, Lehuan and Li, Hui and Yang, Zhiguo and Ning, Qiao and Ma, Qian},
  journal={IEEE Transactions on Consumer Electronics},
  year={2025},
  publisher={IEEE}
}",article,Cross Domain Few-Shot Line-Level Defect Prediction in Open Software Development via Meta Learning,2025,en
Why did this reviewed code crash? An empirical study of mozilla firefox,https://ieeexplore.ieee.org/abstract/document/8719430/,"@inproceedings{an2018did,
  title={Why did this reviewed code crash? An empirical study of mozilla firefox},
  author={An, Le and Khomh, Foutse and Mcintosh, Shane and Castelluccio, Marco},
  booktitle={2018 25th Asia-Pacific Software Engineering Conference (APSEC)},
  pages={396--405},
  year={2018},
  organization={IEEE}
}",inproceedings,Why did this reviewed code crash? An empirical study of mozilla firefox,2018,en
Implementing Continuous Code Quality For Code Quality Development In The Scrum Team,https://jurnal.stkippgritulungagung.ac.id/index.php/jipi/article/view/3066,"@article{hadyan2022implementing,
  title={Implementing Continuous Code Quality For Code Quality Development In The Scrum Team},
  author={Hadyan, Ilham Izzul and Kusumo, Dana Sulistyo and Husen, Jati Hiliamsyah},
  journal={JIPI (Jurnal Ilmiah Penelitian dan Pembelajaran Informatika)},
  volume={7},
  number={3},
  pages={728--734},
  year={2022}
}",article,Implementing Continuous Code Quality For Code Quality Development In The Scrum Team,2022,en
Modeling review history for reviewer recommendation: A hypergraph approach,https://dl.acm.org/doi/abs/10.1145/3510003.3510213,"@inproceedings{rong2022modeling,
  title={Modeling review history for reviewer recommendation: A hypergraph approach},
  author={Rong, Guoping and Zhang, Yifan and Yang, Lanxin and Zhang, Fuli and Kuang, Hongyu and Zhang, He},
  booktitle={Proceedings of the 44th international conference on software engineering},
  pages={1381--1392},
  year={2022}
}",inproceedings,Modeling review history for reviewer recommendation: A hypergraph approach,2022,en
Supporting Quality In Test Code For Higher Quality Software Systems,https://research.tudelft.nl/en/publications/supporting-quality-in-test-code-for-higher-quality-software-syste,"@article{spadini2021supporting,
  title={Supporting Quality In Test Code For Higher Quality Software Systems},
  author={Spadini, Davide},
  year={2021}
}",article,Supporting Quality In Test Code For Higher Quality Software Systems,2021,en
The Impact of Class Noise-handling on the Effectiveness of Machine Learning-based Methods for Build Outcome and Code Change Request Predictions,https://dl.acm.org/doi/abs/10.1145/3764864,"@article{alimpact,
  title={The Impact of Class Noise-handling on the Effectiveness of Machine Learning-based Methods for Build Outcome and Code Change Request Predictions},
  author={Al-Sabbagh, Khaled and Staron, Miroslaw and Hebig, Regina},
  journal={ACM Transactions on Software Engineering and Methodology},
  publisher={ACM New York, NY}
}",article,The Impact of Class Noise-handling on the Effectiveness of Machine Learning-based Methods for Build Outcome and Code Change Request Predictions,,en
A preliminary investigation on using multi-task learning to predict change performance in code reviews,https://link.springer.com/article/10.1007/s10664-024-10526-9,"@article{yang2024preliminary,
  title={A preliminary investigation on using multi-task learning to predict change performance in code reviews},
  author={Yang, Lanxin and Zhang, He and Xu, Jinwei and Lyu, Jun and Zhou, Xin and Shao, Dong and Gao, Shan and Bacchelli, Alberto},
  journal={Empirical Software Engineering},
  volume={29},
  number={6},
  pages={157},
  year={2024},
  publisher={Springer}
}",article,A preliminary investigation on using multi-task learning to predict change performance in code reviews,2024,en
Explaining explanations: An empirical study of explanations in code reviews,https://dl.acm.org/doi/abs/10.1145/3708518,"@article{widyasari2025explaining,
  title={Explaining explanations: An empirical study of explanations in code reviews},
  author={Widyasari, Ratnadira and Zhang, Ting and Bouraffa, Abir and Maalej, Walid and Lo, David},
  journal={ACM Transactions on Software Engineering and Methodology},
  volume={34},
  number={6},
  pages={1--30},
  year={2025},
  publisher={ACM New York, NY}
}",article,Explaining explanations: An empirical study of explanations in code reviews,2025,en
LightSys: lightweight and efficient CI system for improving integration speed of software,https://ieeexplore.ieee.org/abstract/document/9402137/,"@inproceedings{lim2021lightsys,
  title={LightSys: lightweight and efficient CI system for improving integration speed of software},
  author={Lim, Geunsik and Ham, MyungJoo and Moon, Jijoong and Song, Wook},
  booktitle={2021 IEEE/ACM 43rd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP)},
  pages={1--10},
  year={2021},
  organization={IEEE}
}",inproceedings,LightSys: lightweight and efficient CI system for improving integration speed of software,2021,en
Code Reviews That Don't Suck: Tips for Reviewers and Submitters,https://ijeret.org/index.php/ijeret/article/view/220,"@article{guntupalli2025code,
  title={Code Reviews That Donât Suck: Tips for Reviewers and Submitters},
  author={Guntupalli, Bhavitha and others},
  journal={International Journal of Emerging Research in Engineering and Technology},
  volume={6},
  number={2},
  pages={71--80},
  year={2025}
}",article,Code Reviews That Donât Suck: Tips for Reviewers and Submitters,2025,en
Understanding developer-analyzer interactions in code reviews,https://dl.acm.org/doi/abs/10.1145/3691620.3695257,"@inproceedings{schaef2024understanding,
  title={Understanding developer-analyzer interactions in code reviews},
  author={Schaef, Martin and Cirisci, Berk and Luo, Linghui and Mansur, Muhammad Numair and Tripp, Omer and Sanchez, Daniel and Zhou, Qiang and Zafar, Muhammad Bilal},
  booktitle={Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering},
  pages={1945--1955},
  year={2024}
}",inproceedings,Understanding developer-analyzer interactions in code reviews,2024,en
Sphinx: Benchmarking and Modeling for LLM-Driven Pull Request Review,https://arxiv.org/abs/2601.04252,"@article{zhang2026sphinx,
  title={Sphinx: Benchmarking and Modeling for LLM-Driven Pull Request Review},
  author={Zhang, Daoan and Zhang, Shuo and Jin, Zijian and Luo, Jiebo and Fu, Shengyu and Nallipogu, Elsie},
  journal={arXiv preprint arXiv:2601.04252},
  year={2026}
}",article,Sphinx: Benchmarking and Modeling for LLM-Driven Pull Request Review,2026,en
Quality evaluation of modern code reviews through intelligent biometric program comprehension,https://ieeexplore.ieee.org/abstract/document/9733211/,"@article{hijazi2022quality,
  title={Quality evaluation of modern code reviews through intelligent biometric program comprehension},
  author={Hijazi, Haytham and Duraes, Joao and Couceiro, Ricardo and Castelhano, Joao and Barbosa, Raul and Medeiros, J{\'u}lio and Castelo-Branco, Miguel and De Carvalho, Paulo and Madeira, Henrique},
  journal={IEEE Transactions on Software Engineering},
  volume={49},
  number={2},
  pages={626--645},
  year={2022},
  publisher={IEEE}
}",article,Quality evaluation of modern code reviews through intelligent biometric program comprehension,2022,en
Framework for software code reviews and inspections in a classroom environment,https://www.academia.edu/download/57923431/Framework_code_reviews.pdf,"@article{almeida2018framework,
  title={Framework for software code reviews and inspections in a classroom environment},
  author={Almeida, Fernando},
  journal={International Journal of Modern Education and Computer Science},
  volume={10},
  number={10},
  pages={31--39},
  year={2018},
  publisher={Modern Education and Computer Science Press}
}",article,Framework for software code reviews and inspections in a classroom environment,2018,en
""" Was my contribution fairly reviewed?"" a framework to study the perception of fairness in modern code reviews",https://dl.acm.org/doi/abs/10.1145/3180155.3180217,"@inproceedings{german2018my,
  title={"" Was my contribution fairly reviewed?"" a framework to study the perception of fairness in modern code reviews},
  author={German, Daniel M and Robles, Gregorio and Poo-Caama{\~n}o, Germ{\'a}n and Yang, Xin and Iida, Hajimu and Inoue, Katsuro},
  booktitle={Proceedings of the 40th International Conference on Software Engineering},
  pages={523--534},
  year={2018}
}",inproceedings,""" Was my contribution fairly reviewed?"" a framework to study the perception of fairness in modern code reviews",2018,en
Exploring the notion of risk in code reviewer recommendation,https://ieeexplore.ieee.org/abstract/document/9978210/,"@inproceedings{kazemi2022exploring,
  title={Exploring the notion of risk in code reviewer recommendation},
  author={Kazemi, Farshad and Lamothe, Maxime and McIntosh, Shane},
  booktitle={2022 IEEE International conference on software maintenance and evolution (ICSME)},
  pages={139--150},
  year={2022},
  organization={IEEE}
}",inproceedings,Exploring the notion of risk in code reviewer recommendation,2022,en
Automated Code Reviewer Recommendation for Pull Requests,https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-fc9fb4c7-9b51-460b-bc52-f65a9212daa2,"@article{moosareza2024automated,
  title={Automated Code Reviewer Recommendation for Pull Requests},
  author={Moosareza, Mina-Sadat and Heydarnoori, Abbas},
  journal={e-Informatica Software Engineering Journal},
  volume={18},
  number={1},
  year={2024}
}",article,Automated Code Reviewer Recommendation for Pull Requests,2024,en
Code reviewer recommendation for architecture violations: An exploratory study,https://dl.acm.org/doi/abs/10.1145/3593434.3593450,"@inproceedings{li2023code,
  title={Code reviewer recommendation for architecture violations: An exploratory study},
  author={Li, Ruiyin and Liang, Peng and Avgeriou, Paris},
  booktitle={Proceedings of the 27th International Conference on Evaluation and Assessment in Software Engineering},
  pages={42--51},
  year={2023}
}",inproceedings,Code reviewer recommendation for architecture violations: An exploratory study,2023,en
"Multi-objective code reviewer recommendations: balancing expertise, availability and collaborations",https://link.springer.com/article/10.1007/s10515-020-00275-6,"@article{rebai2020multi,
  title={Multi-objective code reviewer recommendations: balancing expertise, availability and collaborations},
  author={Rebai, Soumaya and Amich, Abderrahmen and Molaei, Somayeh and Kessentini, Marouane and Kazman, Rick},
  journal={Automated Software Engineering},
  volume={27},
  number={3},
  pages={301--328},
  year={2020},
  publisher={Springer}
}",article,"Multi-objective code reviewer recommendations: balancing expertise, availability and collaborations",2020,en
Exploring the potential of chatgpt in automated code refinement: An empirical study,https://dl.acm.org/doi/abs/10.1145/3597503.3623306,"@inproceedings{guo2024exploring,
  title={Exploring the potential of chatgpt in automated code refinement: An empirical study},
  author={Guo, Qi and Cao, Junming and Xie, Xiaofei and Liu, Shangqing and Li, Xiaohong and Chen, Bihuan and Peng, Xin},
  booktitle={Proceedings of the 46th IEEE/ACM International Conference on Software Engineering},
  pages={1--13},
  year={2024}
}",inproceedings,Exploring the potential of chatgpt in automated code refinement: An empirical study,2024,en
Automatic Classification of Review Comments in Pull-based Development Model.,https://www.researchgate.net/profile/Zhixing-Li-3/publication/319051986_Automatic_Classification_of_Review_Comments_in_Pull-based_Development_Model/links/5a1cd398a6fdcc0af32676d5/Automatic-Classification-of-Review-Comments-in-Pull-based-Development-Model.pdf,"@inproceedings{li2017automatic,
  title={Automatic Classification of Review Comments in Pull-based Development Model.},
  author={Li, Zhixing and Yu, Yue and Yin, Gang and Wang, Tao and Fan, Qiang and Wang, Huaimin},
  booktitle={SEKE},
  pages={572--577},
  year={2017}
}",inproceedings,Automatic Classification of Review Comments in Pull-based Development Model.,2017,en
AI-Powered Code Editors: Bridging the Gap Between Academia and Industry,https://ieeexplore.ieee.org/abstract/document/11139961/,"@inproceedings{burujwale2025ai,
  title={AI-Powered Code Editors: Bridging the Gap Between Academia and Industry},
  author={Burujwale, Archana and Ghuge, Kalyani and Gosavi, Vaishnavi and Goyal, Devansh and Sapate, Anushri and Sanap, Shivam},
  booktitle={2025 6th International Conference for Emerging Technology (INCET)},
  pages={1--7},
  year={2025},
  organization={IEEE}
}",inproceedings,AI-Powered Code Editors: Bridging the Gap Between Academia and Industry,2025,en
Code context-based reviewer recommendation,https://link.springer.com/article/10.1007/s11704-023-3256-9,"@article{yuan2025code,
  title={Code context-based reviewer recommendation},
  author={Yuan, Dawei and Peng, Xiao and Chen, Zijie and Zhang, Tao and Lei, Ruijia},
  journal={Frontiers of Computer Science},
  volume={19},
  number={1},
  pages={191202},
  year={2025},
  publisher={Springer}
}",article,Code context-based reviewer recommendation,2025,en
Rstrace+: Reviewer suggestion using software artifact traceability graphs,https://www.sciencedirect.com/science/article/pii/S0950584920300021,"@article{sulun2021rstrace+,
  title={Rstrace+: Reviewer suggestion using software artifact traceability graphs},
  author={S{\""u}l{\""u}n, Emre and T{\""u}z{\""u}n, Eray and Do{\u{g}}rus{\""o}z, U{\u{g}}ur},
  journal={Information and Software Technology},
  volume={130},
  pages={106455},
  year={2021},
  publisher={Elsevier}
}",article,Rstrace+: Reviewer suggestion using software artifact traceability graphs,2021,en
TIRR: A code reviewer recommendation algorithm with topic model and reviewer influence,https://ieeexplore.ieee.org/abstract/document/9014249/,"@inproceedings{liao2019tirr,
  title={TIRR: A code reviewer recommendation algorithm with topic model and reviewer influence},
  author={Liao, Zhifang and Wu, Zexuan and Wu, Jinsong and Zhang, Yan and Liu, Junyi and Long, Jun},
  booktitle={2019 IEEE Global Communications Conference (GLOBECOM)},
  pages={1--6},
  year={2019},
  organization={IEEE}
}",inproceedings,TIRR: A code reviewer recommendation algorithm with topic model and reviewer influence,2019,en
Harnessing Large Language Models for Curated Code Reviews,https://ieeexplore.ieee.org/abstract/document/11025570/,"@inproceedings{sghaier2025harnessing,
  title={Harnessing Large Language Models for Curated Code Reviews},
  author={Sghaier, Oussama Ben and Weyssow, Martin and Sahraoui, Houari},
  booktitle={2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR)},
  pages={187--198},
  year={2025},
  organization={IEEE}
}",inproceedings,Harnessing Large Language Models for Curated Code Reviews,2025,en
Applying cognitive complexity to checklist-based human-machine pair inspection,https://ieeexplore.ieee.org/abstract/document/9742155/,"@inproceedings{dai2021applying,
  title={Applying cognitive complexity to checklist-based human-machine pair inspection},
  author={Dai, Yujun and Liu, Shaoying},
  booktitle={2021 IEEE 21st International Conference on Software Quality, Reliability and Security Companion (QRS-C)},
  pages={314--318},
  year={2021},
  organization={IEEE}
}",inproceedings,Applying cognitive complexity to checklist-based human-machine pair inspection,2021,en
A Study on an Integrated Supporting Tool for Structured Object-Oriented Programming and Challenge-Responsive Code Instructionin Human-Machine Pair â¦,https://hiroshima.repo.nii.ac.jp/record/2041286/files/2025M_KaEi.pdf,"@article{xia2025study,
  title={A Study on an Integrated Supporting Tool for Structured Object-Oriented Programming and Challenge-Responsive Code Instructionin Human-Machine Pair Programming},
  author={Xia, Ying},
  year={2025}
}",article,A Study on an Integrated Supporting Tool for Structured Object-Oriented Programming and Challenge-Responsive Code Instructionin Human-Machine Pair Programming,2025,en
Exploring the Potential of Llama Models in Automated Code Refinement: A Replication Study,https://ieeexplore.ieee.org/abstract/document/10992366/,"@inproceedings{caumartin2025exploring,
  title={Exploring the Potential of Llama Models in Automated Code Refinement: A Replication Study},
  author={Caumartin, Genevieve and Qin, Qiaolin and Chatragadda, Sharon and Panjrolia, Janmitsinh and Li, Heng and Costa, Diego Elias},
  booktitle={2025 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)},
  pages={681--692},
  year={2025},
  organization={IEEE}
}",inproceedings,Exploring the Potential of Llama Models in Automated Code Refinement: A Replication Study,2025,en
Enhancing Automated Peer Code Reviews in Software Engineering Education with Context-Aware Generative AI,https://www.researchgate.net/profile/Eduardo-Oliveira-9/publication/385696521_Enhancing_Automated_Peer_Code_Reviews_in_Software_Engineering_Education_with_Context-Aware_Generative_AI/links/673151cfecbbde716b6626e1/Enhancing-Automated-Peer-Code-Reviews-in-Software-Engineering-Education-with-Context-Aware-Generative-AI.pdf,"@article{patel2024enhancing,
  title={Enhancing Automated Peer Code Reviews in Software Engineering Education with Context-Aware Generative AI},
  author={Patel, Pruthvi and Rios, Shannon and Valentine, Andrew and Oliveira, Eduardo},
  journal={ASCILITE Publications},
  pages={647--652},
  year={2024}
}",article,Enhancing Automated Peer Code Reviews in Software Engineering Education with Context-Aware Generative AI,2024,en
Recognizing lines of code violating company-specific coding guidelines using machine learning: A Method and Its Evaluation,https://link.springer.com/article/10.1007/s10664-019-09769-8,"@article{ochodek2020recognizing,
  title={Recognizing lines of code violating company-specific coding guidelines using machine learning: A Method and Its Evaluation},
  author={Ochodek, Miroslaw and Hebig, Regina and Meding, Wilhelm and Frost, Gert and Staron, Miroslaw},
  journal={Empirical Software Engineering},
  volume={25},
  number={1},
  pages={220--265},
  year={2020},
  publisher={Springer}
}",article,Recognizing lines of code violating company-specific coding guidelines using machine learning: A Method and Its Evaluation,2020,en
Early-Stage Prediction of Review Effort in AI-Generated Pull Requests,https://arxiv.org/abs/2601.00753,"@article{minh2026early,
  title={Early-Stage Prediction of Review Effort in AI-Generated Pull Requests},
  author={Minh, Dao Sy Duy and Kiet, Huynh Trung and Nguyen, Tran Chi and Quy, Nguyen Lam Phu and Pham, Phu Hoa and Duong, Nguyen Dinh Ha and Tran, Truong Bao},
  journal={arXiv preprint arXiv:2601.00753},
  year={2026}
}",article,Early-Stage Prediction of Review Effort in AI-Generated Pull Requests,2026,en
How long does it take to fix the code: A case study of OpenStack.,https://www.academia.edu/download/82173767/SATToSE_2017_paper_27.pdf,"@article{dalipajlong,
  title={How long does it take to fix the code: A case study of OpenStack.},
  author={Dalipaj, Dorealda and Jesus, M}
}",article,How long does it take to fix the code: A case study of OpenStack.,,en
A Peer Review System to Enhance Collaborative Learning,https://micsymposium.org/mics_2009_proceedings/mics2009_submission_5.pdf,"@article{holt2009peer,
  title={A Peer Review System to Enhance Collaborative Learning},
  author={Holt, Brandon and Komiskey, Luke and Morrison, Joline and Morrison, Mike},
  journal={MICS 2009 Proceedings},
  year={2009}
}",article,A Peer Review System to Enhance Collaborative Learning,2009,en
Computer-Supported Peer Review in Education CSPRED-2010,https://www.researchgate.net/profile/Christian-Schunn/publication/265245328_Computer-Supported_Peer_Review_in_Education_CSPRED-2010/links/549173300cf214269f28cdce/Computer-Supported-Peer-Review-in-Education-CSPRED-2010.pdf,"@article{goldin2010computer,
  title={Computer-Supported Peer Review in Education CSPRED-2010},
  author={Goldin, Ilya and Brusilovsky, Peter and Schunn, Christian and Ashley, Kevin and Hsiao, I-Han},
  year={2010}
}",article,Computer-Supported Peer Review in Education CSPRED-2010,2010,en
Reducing human effort and improving quality in peer code reviews using automatic static analysis and reviewer recommendation,https://ieeexplore.ieee.org/abstract/document/6606642/,"@inproceedings{balachandran2013reducing,
  title={Reducing human effort and improving quality in peer code reviews using automatic static analysis and reviewer recommendation},
  author={Balachandran, Vipin},
  booktitle={2013 35th International Conference on Software Engineering (ICSE)},
  pages={931--940},
  year={2013},
  organization={IEEE}
}",inproceedings,Reducing human effort and improving quality in peer code reviews using automatic static analysis and reviewer recommendation,2013,en
Intelligent code reviews using deep learning,https://www.kdd.org/kdd2018/files/deep-learning-day/DLDay18_paper_40.pdf,"@inproceedings{gupta2018intelligent,
  title={Intelligent code reviews using deep learning},
  author={Gupta, Anshul and Sundaresan, Neel},
  booktitle={Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (KDDâ18) Deep Learning Day},
  year={2018}
}",inproceedings,Intelligent code reviews using deep learning,2018,en
